date,year,location,species,type,count
6/28,2005,Kogrukluk River,Chum,Counted Live,45
6/28,2005,Kogrukluk River,Coho,Counted Live,0
6/28,2005,Kogrukluk River,Sockeye,Counted Live,9
6/28,2006,Kogrukluk River,Chinook,Estimated,4
6/28,2006,Kogrukluk River,Chum,Estimated,336
6/28,2006,Kogrukluk River,Coho,Estimated,0
6/28,2006,Kogrukluk River,Sockeye,Estimated,5
6/28,2007,Kogrukluk River,Chinook,Counted Live,1
6/28,2007,Kogrukluk River,Chum,Counted Live,15
6/28,2007,Kogrukluk River,Coho,Counted Live,0
6/28,2007,Kogrukluk River,Sockeye,Counted Live,0
6/28,2008,Kogrukluk River,Chinook,Estimated,0
6/28,2008,Kogrukluk River,Chum,Estimated,0
6/28,2008,Kogrukluk River,Coho,Estimated,0
6/28,2008,Kogrukluk River,Sockeye,Estimated,0
6/28,2009,Kogrukluk River,Chinook,Counted Live,5
6/28,2009,Kogrukluk River,Chum,Counted Live,33
6/28,2009,Kogrukluk River,Coho,Counted Live,0
6/28,2009,Kogrukluk River,Sockeye,Counted Live,1
6/28,2010,Kogrukluk River,Chinook,Counted Live,2
6/28,2010,Kogrukluk River,Chum,Counted Live,1
6/28,2010,Kogrukluk River,Coho,Counted Live,0
6/28,2010,Kogrukluk River,Sockeye,Counted Live,0
6/28,2011,Kogrukluk River,Chinook,Counted Live,0
6/28,2011,Kogrukluk River,Chum,Counted Live,23
6/28,2011,Kogrukluk River,Coho,Counted Live,0
6/28,2011,Kogrukluk River,Sockeye,Counted Live,0
6/28,2012,Kogrukluk River,Coho,Estimated,0
6/28,2013,Kogrukluk River,Chinook,Estimated,0
6/28,2013,Kogrukluk River,Chum,Estimated,0
6/28,2013,Kogrukluk River,Coho,Estimated,0
6/28,2013,Kogrukluk River,Sockeye,Estimated,0
6/28,2014,Kogrukluk River,Chinook,Counted Live,43
6/28,2014,Kogrukluk River,Chum,Counted Live,58
6/28,2014,Kogrukluk River,Coho,Counted Live,0
6/28,2014,Kogrukluk River,Sockeye,Counted Live,0
6/28,2015,Kogrukluk River,Chinook,Counted Live,20
6/28,2015,Kogrukluk River,Chum,Counted Live,38
6/28,2015,Kogrukluk River,Coho,Counted Live,0
6/28,2015,Kogrukluk River,Sockeye,Counted Live,0
6/28,2016,Kogrukluk River,Chinook,Counted Live,42
6/28,2016,Kogrukluk River,Chum,Counted Live,38
6/28,2016,Kogrukluk River,Coho,Counted Live,0
6/28,2016,Kogrukluk River,Sockeye,Counted Live,0
6/28,2017,Kogrukluk River,Chinook,Counted Live,24
6/28,2017,Kogrukluk River,Chum,Counted Live,77
6/28,2017,Kogrukluk River,Coho,Counted Live,0
6/28,2017,Kogrukluk River,Sockeye,Counted Live,4
6/29,1976,Kogrukluk River,Chinook,Counted Live,0
6/29,1976,Kogrukluk River,Chum,Counted Live,26
6/29,1976,Kogrukluk River,Sockeye,Counted Live,1
6/29,1978,Kogrukluk River,Chinook,Counted Live,112
6/29,1978,Kogrukluk River,Chum,Counted Live,618
6/29,1978,Kogrukluk River,Sockeye,Counted Live,0
6/29,1979,Kogrukluk River,Chinook,Estimated,0
6/29,1979,Kogrukluk River,Chum,Estimated,0
6/29,1979,Kogrukluk River,Sockeye,Estimated,0
6/29,1981,Kogrukluk River,Chinook,Counted Live,533
6/29,1981,Kogrukluk River,Chum,Counted Live,2264
6/29,1981,Kogrukluk River,Coho,Counted Live,0
6/29,1981,Kogrukluk River,Sockeye,Counted Live,540
6/29,1982,Kogrukluk River,Chinook,Estimated,193
6/29,1982,Kogrukluk River,Chum,Estimated,57
6/29,1982,Kogrukluk River,Coho,Estimated,0
6/29,1982,Kogrukluk River,Sockeye,Estimated,111
6/29,1983,Kogrukluk River,Chinook,Counted Live,29
6/29,1983,Kogrukluk River,Chum,Counted Live,139
6/29,1983,Kogrukluk River,Coho,Counted Live,0
6/29,1983,Kogrukluk River,Sockeye,Counted Live,3
6/29,1984,Kogrukluk River,Chinook,Counted Live,87
6/29,1984,Kogrukluk River,Chum,Counted Live,222
6/29,1984,Kogrukluk River,Coho,Counted Live,0
6/29,1984,Kogrukluk River,Sockeye,Counted Live,10
6/29,1985,Kogrukluk River,Chinook,Estimated,0
6/29,1985,Kogrukluk River,Chum,Estimated,1
6/29,1985,Kogrukluk River,Coho,Estimated,0
6/29,1985,Kogrukluk River,Sockeye,Estimated,0
6/29,1986,Kogrukluk River,Chinook,Counted Live,0
6/29,1986,Kogrukluk River,Chum,Counted Live,30
6/29,1986,Kogrukluk River,Coho,Counted Live,0
6/29,1986,Kogrukluk River,Sockeye,Counted Live,2
6/29,1987,Kogrukluk River,Coho,Estimated,0
6/29,1988,Kogrukluk River,Chinook,Estimated,0
6/29,1988,Kogrukluk River,Chum,Estimated,0
6/29,1988,Kogrukluk River,Coho,Estimated,0
6/29,1988,Kogrukluk River,Sockeye,Estimated,0
6/29,1990,Kogrukluk River,Chinook,Counted Live,23
6/29,1990,Kogrukluk River,Chum,Counted Live,69
6/29,1990,Kogrukluk River,Coho,Counted Live,0
6/29,1990,Kogrukluk River,Sockeye,Counted Live,0
6/29,1991,Kogrukluk River,Chinook,Estimated,0
6/29,1991,Kogrukluk River,Chum,Estimated,0
6/29,1991,Kogrukluk River,Coho,Estimated,0
6/29,1991,Kogrukluk River,Sockeye,Estimated,0
6/29,1992,Kogrukluk River,Chinook,Estimated,4
6/29,1992,Kogrukluk River,Chum,Estimated,1861
6/29,1992,Kogrukluk River,Sockeye,Estimated,0
6/29,1993,Kogrukluk River,Chinook,Estimated,25
6/29,1993,Kogrukluk River,Chum,Estimated,28
6/29,1993,Kogrukluk River,Sockeye,Estimated,0
6/29,1994,Kogrukluk River,Coho,Estimated,0
6/29,1995,Kogrukluk River,Chinook,Estimated,101
6/29,1995,Kogrukluk River,Chum,Estimated,245
6/29,1995,Kogrukluk River,Sockeye,Estimated,3
6/29,1996,Kogrukluk River,Chinook,Estimated,30
6/29,1996,Kogrukluk River,Chum,Estimated,476
6/29,1996,Kogrukluk River,Coho,Estimated,0
6/29,1996,Kogrukluk River,Sockeye,Estimated,1
6/29,1997,Kogrukluk River,Chinook,Counted Live,610
6/29,1997,Kogrukluk River,Chum,Counted Live,216
6/29,1997,Kogrukluk River,Coho,Counted Live,0
6/29,1997,Kogrukluk River,Sockeye,Counted Live,83
6/29,1998,Kogrukluk River,Coho,Estimated,0
6/29,1998,Kogrukluk River,Sockeye,Estimated,0
6/29,1999,Kogrukluk River,Chinook,Estimated,0
